player,venue,runs,balls,boundaries,matches,entity_type,strike_rate,wickets,economy
G Kirsten,"Basin Reserve, Wellington",77,184,11.0,1,batter,41.85,,
LE Plunkett,"R.Premadasa Stadium, Khettarama",12,15,1.0,2,batter,80.0,,
TAM Siriwardana,Adelaide Oval,35,27,3.0,1,batter,129.63,,
TM Dilshan,Central Broward Regional Park Stadium Turf Ground,4,6,,1,bowler,,0.0,4.0
R Ngarava,"Wankhede Stadium, Mumbai",7,6,1.0,1,batter,116.67,,
Abdur Razzak,Marrara Cricket Ground,27,71,2.0,3,batter,38.03,,
Nazmul Hossain Shanto,Shere Bangla National Stadium,33,68,5.0,3,batter,48.53,,
RN ten Doeschate,Willowmoore Park,77,102,,2,bowler,,2.0,4.53
TAM Siriwardana,Pallekele International Cricket Stadium,162,198,,5,bowler,,4.0,4.91
PJ Hughes,The Rose Bowl,2,9,0.0,1,batter,22.22,,
Sarfraz Ahmed,Shere Bangla National Stadium,264,265,27.0,10,batter,99.62,,
MA Wood,"Kensington Oval, Bridgetown, Barbados",43,30,,2,bowler,,0.0,8.6
B Lee,"Marrara Cricket Ground, Darwin",23,39,2.0,1,batter,58.97,,
SO Tikolo,Kingsmead,0,2,0.0,1,batter,0.0,,
Noman Amjad,Bayer Uerdingen Cricket Ground,112,60,,3,bowler,,3.0,11.2
WPUJC Vaas,Westpac Stadium,67,84,,2,bowler,,6.0,4.79
DM Bess,Newlands,119,360,,1,bowler,,2.0,1.98
JO Holder,Lord's,70,119,,1,bowler,,4.0,3.53
R Ravindra,"Green Park, Kanpur",31,114,4.0,1,batter,27.19,,
RP Burl,"St George's Park, Port Elizabeth",16,39,3.0,1,batter,41.03,,
L Ngidi,Sydney Cricket Ground,32,24,,1,bowler,,1.0,8.0
S Prasanna,Sharjah Cricket Stadium,205,240,,5,bowler,,4.0,5.12
MD Shanaka,"R.Premadasa Stadium, Khettarama",129,109,17.0,10,batter,118.35,,
SR Patel,Galle International Stadium,11,46,0.0,1,batter,23.91,,
AK Markram,"Barsapara Cricket Stadium, Guwahati",96,182,12.0,2,batter,52.75,,
SC Williams,"Sabina Park, Kingston",95,110,10.0,3,batter,86.36,,
AF Giles,"Newlands, Cape Town",17,23,1.0,1,batter,73.91,,
EC Joyce,"Sir Vivian Richards Stadium, North Sound",10,21,1.0,1,batter,47.62,,
Mohammad Ashraful,"Goodyear Park, Bloemfontein",4,9,1.0,1,batter,44.44,,
RJ Gleeson,"National Stadium, Karachi",13,12,,1,bowler,,0.0,6.5
GB Hogg,Adelaide Oval,421,621,,8,bowler,,13.0,4.07
BA Stokes,Wankhede Stadium,79,136,11.0,3,batter,58.09,,
DS Airee,Indian Association Ground,104,100,10.0,6,batter,104.0,,
NGRP Jayasuriya,"Kingsmead, Durban",156,270,,1,bowler,,4.0,3.47
KAJ Roach,Sydney Cricket Ground,15,52,1.0,1,batter,28.85,,
M Jansen,"Diamond Oval, Kimberley",12,12,2.0,1,batter,100.0,,
DJ Willey,"Gaddafi Stadium, Lahore",77,66,,3,bowler,,6.0,7.0
GO Jones,"Kennington Oval, London",26,53,5.0,1,batter,49.06,,
Abdullah Mahmood,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",89,66,,4,bowler,,4.0,8.09
BOP Fernando,"Hagley Oval, Christchurch",41,83,6.0,1,batter,49.4,,
ML Hayden,The Wanderers Stadium,3,14,0.0,1,batter,21.43,,
Mushfiqur Rahim,"Arun Jaitley Stadium, Delhi",10,13,1.0,1,batter,76.92,,
CD McMillan,MA Aziz Stadium,17,22,1.0,1,batter,77.27,,
FJ Klaassen,"Bellerive Oval, Hobart",33,24,,1,bowler,,1.0,8.25
Taskin Ahmed,University Oval,10,32,1.0,1,batter,31.25,,
Ali Hasan,Tikkurila Cricket Ground,20,24,,1,bowler,,2.0,5.0
RG Sharma,Shere Bangla National Stadium,46,48,,3,bowler,,0.0,5.75
EJG Morgan,Lord's,660,844,68.0,21,batter,78.2,,
AJ Mosca,"Goldenacre, Edinburgh",31,30,3.0,2,batter,103.33,,
DR Brown,Gymkhana Club Ground,8,13,0.0,1,batter,61.54,,
MA Starc,Seddon Park,29,23,4.0,1,batter,126.09,,
Shoaib Malik,Shere Bangla National Stadium,265,277,30.0,13,batter,95.67,,
A Balbirnie,Sportpark Het Schootsveld,77,50,12.0,2,batter,154.0,,
Sohail Tanvir,Zahur Ahmed Chowdhury Stadium,11,6,,1,bowler,,0.0,11.0
BC Lara,"Kensington Oval, Bridgetown",51,44,6.0,2,batter,115.91,,
MDKJ Perera,Rawalpindi Cricket Stadium,36,38,4.0,4,batter,94.74,,
DJ Mitchell,Hagley Oval,22,48,,2,bowler,,0.0,2.75
SR Tendulkar,"Queen's Park Oval, Port of Spain",49,72,,3,bowler,,2.0,4.08
MA Wood,Galle International Stadium,154,330,,2,bowler,,3.0,2.8
DR Martyn,Khan Shaheb Osman Ali Stadium,11,30,1.0,1,batter,36.67,,
Milind Kumar,"Wanderers Cricket Ground, Windhoek",58,49,,3,bowler,,6.0,7.1
M Muralitharan,Green Park,175,222,,1,bowler,,2.0,4.73
K Birkenstock,"Tribhuvan University International Cricket Ground, Kirtipur",44,102,7.0,4,batter,43.14,,
D Gamage,"Kensington Oval, Bridgetown, Barbados",30,42,,1,bowler,,1.0,4.29
SCJ Broad,Melbourne Cricket Ground,293,570,,4,bowler,,10.0,3.08
DG Brownlie,Sharjah Cricket Stadium,47,60,8.0,1,batter,78.33,,
HH Pandya,Barsapara Cricket Stadium,13,12,,1,bowler,,0.0,6.5
Tapash Baisya,Harare Sports Club,58,60,,1,bowler,,0.0,5.8
K Mirpuri,"Vassil Levski National Sports Academy, Sofia",186,84,,5,bowler,,5.0,13.29
MS Atapattu,"Trent Bridge, Nottingham",47,57,7.0,1,batter,82.46,,
RR Sarwan,"New Wanderers Stadium, Johannesburg",77,114,,1,bowler,,1.0,4.05
LA Dawson,Sydney Cricket Ground,20,21,2.0,1,batter,95.24,,
TK Curran,Trent Bridge,75,60,,1,bowler,,4.0,7.5
A Balbirnie,Saxton Oval,9,9,2.0,1,batter,100.0,,
TB Robinson,Pallekele International Cricket Stadium,13,11,3.0,2,batter,118.18,,
Vraj Patel,Gahanga International Cricket Stadium. Rwanda,75,127,,6,bowler,,5.0,3.54
V Sibanda,Sheikhupura Stadium,18,36,2.0,1,batter,50.0,,
KIC Asalanka,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",46,21,6.0,1,batter,219.05,,
BM Duckett,"Sophia Gardens, Cardiff",0,3,0.0,1,batter,0.0,,
SO Dowrich,"Windsor Park, Roseau",107,299,9.0,2,batter,35.79,,
BA Stokes,Kingsmead,67,108,,2,bowler,,2.0,3.72
IR Bell,Kingsmead,140,227,12.0,1,batter,61.67,,
C Kieswetter,Edgbaston,50,34,6.0,2,batter,147.06,,
L Sipamla,Senwes Park,40,48,,1,bowler,,0.0,5.0
L Siaka,"Indian Association Ground, Singapore",46,38,5.0,2,batter,121.05,,
Sheraz Sheikh,Marsa Sports Club,44,48,,4,bowler,,6.0,5.5
DM de Silva,Sylhet International Cricket Stadium,6,11,,2,bowler,,1.0,3.27
VD Philander,Western Australia Cricket Association Ground,128,253,18.0,4,batter,50.59,,
Khaled Mahmud,National Cricket Stadium,32,30,,1,bowler,,0.0,6.4
R Ravindra,"Hagley Oval, Christchurch",336,456,45.0,6,batter,73.68,,
Ateeq Iqbal,"Bayuemas Oval, Kuala Lumpur",132,156,,8,bowler,,7.0,5.08
GJ Maxwell,"County Ground, Bristol",49,60,,1,bowler,,2.0,4.9
SR Watson,Dubai International Cricket Stadium,51,59,,3,bowler,,3.0,5.19
DO Leicher,"Maple Leaf North-West Ground, King City",59,108,2.0,2,batter,54.63,,
MJ Guptill,Basin Reserve,26,30,,2,bowler,,0.0,5.2
DR Martyn,Bellerive Oval,47,39,4.0,1,batter,120.51,,
H Klaasen,"Sedgars Park, Potchefstroom",0,2,0.0,1,batter,0.0,,
D Ramdin,"Kensington Oval, Bridgetown",567,887,70.0,14,batter,63.92,,
MDK Perera,"Kensington Oval, Bridgetown",34,115,4.0,1,batter,29.57,,
Vikramjit Singh,"Forthill, Dundee",45,70,3.0,2,batter,64.29,,
YK Pathan,Nehru Stadium,29,19,4.0,1,batter,152.63,,
RJ Quiney,Adelaide Oval,16,84,,1,bowler,,0.0,1.14
Zulqarnain Haider,"Desert Springs Cricket Ground, Almeria",30,42,,3,bowler,,2.0,4.29
PA Hitchcock,Jade Stadium,13,11,2.0,1,batter,118.18,,
AC Agar,Mangaung Oval,48,54,,1,bowler,,0.0,5.33
Jitin Singh,Gahanga International Cricket Stadium. Rwanda,48,26,,3,bowler,,4.0,11.08
Saud Shakeel,Multan Cricket Stadium,433,843,42.0,5,batter,51.36,,
G Gambhir,"Punjab Cricket Association Stadium, Mohali",642,1090,67.0,8,batter,58.9,,
R Shepherd,"Eden Gardens, Kolkata",162,92,,5,bowler,,7.0,10.57
KAJ Roach,"Windsor Park, Roseau",253,383,,4,bowler,,10.0,3.96
Haider Ali,Melbourne Cricket Ground,2,4,0.0,1,batter,50.0,,
JL Pattinson,"Rajiv Gandhi International Stadium, Uppal",80,174,,1,bowler,,2.0,2.76
H Fennell,St Georges Quilmes,13,42,,2,bowler,,3.0,1.86
KS Williamson,Sawai Mansingh Stadium,29,46,4.0,1,batter,63.04,,
JL Carter,Queens Sports Club,50,62,4.0,3,batter,80.65,,
SJ Benn,"Queen's Park Oval, Port of Spain",422,1053,,5,bowler,,20.0,2.4
SB Styris,"Kensington Oval, Bridgetown",34,29,4.0,2,batter,117.24,,
SJ Baard,"Amini Park, Port Moresby",112,182,11.0,4,batter,61.54,,
MA Wood,"Narendra Modi Stadium, Ahmedabad",170,144,,3,bowler,,4.0,7.08
MG Erasmus,"Tribhuvan University International Cricket Ground, Kirtipur",199,258,26.0,8,batter,77.13,,
Sikandar Raza,Pallekele International Cricket Stadium,56,60,,2,bowler,,1.0,5.6
JC Tongue,"Edgbaston, Birmingham",212,258,,1,bowler,,4.0,4.93
R Shepherd,"Warner Park, Basseterre, St Kitts",41,28,7.0,3,batter,146.43,,
LH Ferguson,Saxton Oval,4,7,1.0,1,batter,57.14,,
T Stubbs,"Nassau County International Cricket Stadium, New York",46,70,2.0,3,batter,65.71,,
Shahid Afridi,Old Trafford,32,33,6.0,1,batter,96.97,,
LH Rodrigues,Sao Fernando Polo and Cricket Club,0,4,0.0,1,batter,0.0,,
LD Madushanka,New Wanderers Stadium,0,7,0.0,1,batter,0.0,,
S Kaul,Trent Bridge,62,60,,1,bowler,,0.0,6.2
Breeze Ahir,"Belgrano Athletic Club Ground, Buenos Aires",9,7,1.0,1,batter,128.57,,
WP Saha,"Darren Sammy National Cricket Stadium, Gros Islet",118,236,13.0,1,batter,50.0,,
SS Pathirana,Queens Sports Club,24,16,3.0,1,batter,150.0,,
SPD Smith,Kingsmead,3,30,,1,bowler,,0.0,0.6
KD Karthik,Holkar Cricket Stadium,5,2,1.0,1,batter,250.0,,
HE van der Dussen,Kingsmead,173,216,17.0,3,batter,80.09,,
Kamran Akmal,"Sardar Patel (Gujarat) Stadium, Motera",10,6,1.0,1,batter,166.67,,
GW Flower,"St Lawrence Ground, Canterbury",26,42,0.0,1,batter,61.9,,
R Dravid,"Queen's Park Oval, Port of Spain",114,175,11.0,5,batter,65.14,,
Washington Sundar,Arun Jaitley Stadium,25,24,,1,bowler,,0.0,6.25
G Schachat,"Royal Brussels Cricket Club Ground, Waterloo",66,53,8.0,1,batter,124.53,,
Sikandar Raza,Rawalpindi Cricket Stadium,212,170,26.0,9,batter,124.71,,
RG Sharma,Rangiri Dambulla International Stadium,199,268,19.0,12,batter,74.25,,
Babar Hayat,Queens Sports Club,14,23,1.0,1,batter,60.87,,
A Lyth,Sophia Gardens,43,72,6.0,1,batter,59.72,,
HC Brook,"Basin Reserve, Wellington",363,351,50.0,2,batter,103.42,,
BA Carse,"MA Chidambaram Stadium, Chepauk, Chennai",31,17,4.0,1,batter,182.35,,
Sazib Bhuiyan,Tikkurila Cricket Ground,10,6,2.0,1,batter,166.67,,
A Nel,Edgbaston,126,222,,1,bowler,,4.0,3.41
WPUJC Vaas,"Punjab Cricket Association IS Bindra Stadium, Mohali",22,18,,1,bowler,,0.0,7.33
MS Kasprowicz,"Brisbane Cricket Ground, Woolloongabba",43,60,,1,bowler,,1.0,4.3
Joshua Asia,"Nigeria Cricket Federation Oval 1, Abuja",2,6,0.0,2,batter,33.33,,
DS Airee,Harare Sports Club,28,26,3.0,2,batter,107.69,,
DC Drakes,"Eden Gardens, Kolkata",4,3,1.0,1,batter,133.33,,
MJ Henry,Kennington Oval,47,56,,1,bowler,,4.0,5.04
B Regmi,ICC Academy,24,30,,2,bowler,,2.0,4.8
SE Bond,"Goodyear Park, Bloemfontein",2,5,0.0,1,batter,40.0,,
Mohammad Amir,"Punjab Cricket Association IS Bindra Stadium, Mohali",80,48,,2,bowler,,0.0,10.0
PG Fulton,Westpac Stadium,58,75,4.0,3,batter,77.33,,
D Ganga,"Daren Sammy National Cricket Stadium, Gros Islet",42,98,6.0,1,batter,42.86,,
T Taibu,Queens Sports Club,641,1210,72.0,12,batter,52.98,,
PWH de Silva,Maharashtra Cricket Association Stadium,27,24,,1,bowler,,1.0,6.75
JC Tredwell,Eden Park,24,12,,1,bowler,,0.0,12.0
MS Chapman,Bay Oval,1,6,0.0,1,batter,16.67,,
Karma Dorji,Gelephu International Cricket Ground,86,90,,6,bowler,,3.0,5.73
RA Herman,"Eden Park, Auckland",4,8,0.0,1,batter,50.0,,
S Muthusamy,"National Stadium, Karachi",17,18,,1,bowler,,0.0,5.67
A Balbirnie,Galle International Stadium,151,284,21.0,2,batter,53.17,,
Shuvagata Hom,M Chinnaswamy Stadium,37,30,,2,bowler,,1.0,7.4
SM Curran,"Headingley, Leeds",84,138,,2,bowler,,2.0,3.65
CT Tremlett,Lord's,344,750,,3,bowler,,11.0,2.75
TM Dilshan,Vidarbha C.A. Ground,23,25,3.0,1,batter,92.0,,
KTGD Prasad,Newlands,156,180,,1,bowler,,2.0,5.2
DW Lawrence,"Kennington Oval, London",40,56,4.0,1,batter,71.43,,
DW Steyn,Trent Bridge,6,6,1.0,1,batter,100.0,,
BE Hendricks,M.Chinnaswamy Stadium,14,24,,1,bowler,,2.0,3.5
Abbas Afridi,"SuperSport Park, Centurion",11,4,2.0,1,batter,275.0,,
JM Anderson,"Sinhalese Sports Club Ground, Colombo",2,19,0.0,1,batter,10.53,,
KMDN Kulasekara,Edgbaston,3,9,0.0,1,batter,33.33,,
SA Yadav,Carrara Oval,20,10,2.0,1,batter,200.0,,
Pankaj Singh,The Rose Bowl,10,16,2.0,1,batter,62.5,,
A Balbirnie,"Zayed Cricket Stadium, Abu Dhabi",115,153,14.0,5,batter,75.16,,
M Jansen,"Kensington Oval, Bridgetown, Barbados",2,4,0.0,1,batter,50.0,,
Hasan Ali,"Zahur Ahmed Chowdhury Stadium, Chattogram",12,8,2.0,1,batter,150.0,,
Qadeer Ahmed,Sheikh Zayed Stadium,5,3,1.0,1,batter,166.67,,
LB Ferbrache,"Guernsey Rovers Athletic Club Ground, Port Soif",1,6,0.0,2,batter,16.67,,
SO Ngoche,"Sikh Union Club Ground, Nairobi",140,156,,7,bowler,,8.0,5.38
K Klein,"Sportpark Westvliet, The Hague",34,29,3.0,3,batter,117.24,,
MO Jones,Ruaraka Sports Club Ground,4,6,1.0,1,batter,66.67,,
AB de Villiers,Eden Park,229,169,33.0,6,batter,135.5,,
MP O'Dowd,Sportpark Westvliet,15,12,,1,bowler,,0.0,7.5
S Chanderpaul,Kensington Oval,83,199,11.0,1,batter,41.71,,
S Prasanna,Trent Bridge,43,60,,1,bowler,,1.0,4.3
KV Morea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),24,31,2.0,7,batter,77.42,,
AZ Lees,"Trent Bridge, Nottingham",111,206,19.0,1,batter,53.88,,
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",11,6,,1,bowler,,0.0,11.0
AL Phehlukwayo,Willowmoore Park,22,24,,1,bowler,,0.0,5.5
DAJ Bracewell,Central Broward Regional Park Stadium Turf Ground,31,16,3.0,2,batter,193.75,,
DR Smith,Feroz Shah Kotla,97,97,13.0,1,batter,100.0,,
I Takahashi,"Korogi Sports Park, Nisshin",10,10,1.0,1,batter,100.0,,
NM Hauritz,Adelaide Oval,17,36,2.0,3,batter,47.22,,
ST Jayasuriya,Brabourne Stadium,65,60,12.0,2,batter,108.33,,
CJ Anderson,Saxton Oval,64,57,6.0,2,batter,112.28,,
JP Duminy,Bellerive Oval,31,42,,2,bowler,,1.0,4.43
Younis Khan,Gaddafi Stadium,29,36,,2,bowler,,0.0,4.83
A Symonds,Melbourne Cricket Ground,542,702,59.0,11,batter,77.21,,
R Dravid,Trent Bridge,184,384,26.0,3,batter,47.92,,
RA Jadeja,Sawai Mansingh Stadium,22,20,1.0,1,batter,110.0,,
D Paterson,"Bay Oval, Mount Maunganui",136,252,,1,bowler,,2.0,3.24
BA Stokes,"Bay Oval, Mount Maunganui",50,61,8.0,1,batter,81.97,,
B Masaba,"Achimota Senior Secondary School B Field, Accra",9,6,1.0,1,batter,150.0,,
R Ravindra,"Lord's, London",60,60,,1,bowler,,4.0,6.0
A Alexander,Udayana Cricket Ground,50,32,6.0,6,batter,156.25,,
I Danladi,"United Cricket Club Ground, Windhoek",87,84,8.0,4,batter,103.57,,
AR Patel,"Greenfield International Stadium, Thiruvananthapuram",2,2,0.0,1,batter,100.0,,
DPMD Jayawardene,"Kensington Oval, Bridgetown, Barbados",8,21,0.0,1,batter,38.1,,
MW Short,"Brisbane Cricket Ground, Woolloongabba, Brisbane",7,4,1.0,1,batter,175.0,,
Jasdeep Singh,"Wanderers Cricket Ground, Windhoek",69,91,8.0,6,batter,75.82,,
JJ Bumrah,Arun Jaitley Stadium,1,4,0.0,1,batter,25.0,,
GC Smith,Seddon Park,68,75,10.0,1,batter,90.67,,
CM McBride,"VRA Ground, Amstelveen",9,19,1.0,1,batter,47.37,,
Shan Masood,"National Stadium, Karachi",265,334,34.0,9,batter,79.34,,
JR Hazlewood,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",130,114,,5,bowler,,5.0,6.84
CJ Anderson,Edgbaston,8,5,1.0,1,batter,160.0,,
GC Wilson,Dubai International Cricket Stadium,199,175,26.0,9,batter,113.71,,
LJ Wright,R Premadasa Stadium,7,7,1.0,2,batter,100.0,,
MB Kruger,"United Cricket Club Ground, Windhoek",2,11,0.0,3,batter,18.18,,
CS Martin,Seddon Park,12,42,2.0,5,batter,28.57,,
Soumya Sarkar,Kennington Oval,13,12,,1,bowler,,0.0,6.5
Nasir Jamshed,Multan Cricket Stadium,32,49,4.0,1,batter,65.31,,
BJ McCarthy,Lord's,2,5,0.0,1,batter,40.0,,
TM Dilshan,Green Park,11,15,2.0,1,batter,73.33,,
Aamir Kaleem,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),30,32,3.0,3,batter,93.75,,
HC Brook,"Trent Bridge, Nottingham",261,262,35.0,5,batter,99.62,,
BKG Mendis,Sylhet International Cricket Stadium,269,190,37.0,5,batter,141.58,,
SW Billings,Riverside Ground,41,30,5.0,1,batter,136.67,,
IK Pathan,Feroz Shah Kotla,21,43,,1,bowler,,3.0,2.93
AJ Strauss,"Brisbane Cricket Ground, Woolloongabba",204,393,23.0,5,batter,51.91,,
J Srinath,"Davies Park, Queenstown",35,58,,1,bowler,,3.0,3.62
S Dhawan,"Eden Park, Auckland",72,77,13.0,1,batter,93.51,,
Abrar Ahmed,Multan Cricket Stadium,29,52,5.0,4,batter,55.77,,
PA van Meekeren,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",11,15,2.0,2,batter,73.33,,
Khushdil Shah,"Eden Park, Auckland",18,6,,1,bowler,,0.0,18.0
SR Clark,The Wanderers Stadium,10,13,2.0,1,batter,76.92,,
Yasim Murtaza,Singapore National Cricket Ground,126,136,,6,bowler,,9.0,5.56
Shadab Khan,Multan Cricket Stadium,166,208,,4,bowler,,11.0,4.79
JO Holder,"Wankhede Stadium, Mumbai",46,21,7.0,2,batter,219.05,,
Javed Omar,"Bangabandhu National Stadium, Dhaka",30,103,2.0,1,batter,29.13,,
Mashrafe Mortaza,"Sir Vivian Richards Stadium, North Sound",27,33,3.0,2,batter,81.82,,
WU Tharanga,Holkar Cricket Stadium,47,29,5.0,1,batter,162.07,,
DJ Bravo,"Vidarbha Cricket Association Stadium, Jamtha",20,24,,1,bowler,,2.0,5.0
GI Hume,"Zayed Cricket Stadium, Abu Dhabi",160,181,,4,bowler,,7.0,5.3
Zawar Farid,"Moosa Cricket Stadium, Pearland",45,69,,2,bowler,,5.0,3.91
JC Buttler,Mannofield Park,9,5,1.0,1,batter,180.0,,
FA Allen,"Shere Bangla National Stadium, Mirpur",48,48,,2,bowler,,3.0,6.0
MM Patel,Rangiri Dambulla International Stadium,22,25,3.0,3,batter,88.0,,
CJ Jordan,Sydney Cricket Ground,27,33,2.0,2,batter,81.82,,
Yasir Arafat,Dubai International Cricket Stadium,29,28,3.0,3,batter,103.57,,
Tanzim Hasan Sakib,Sylhet International Cricket Stadium,16,18,,1,bowler,,1.0,5.33
MG Bracewell,"Trent Bridge, Nottingham",122,152,,1,bowler,,3.0,4.82
RJG Palmer,"Goldenacre, Edinburgh",10,21,0.0,2,batter,47.62,,
KM Dabengwa,De Beers Diamond Oval,14,6,,1,bowler,,0.0,14.0
JP Duminy,Buffalo Park,37,54,,2,bowler,,0.0,4.11
IS Sodhi,"Seddon Park, Hamilton",31,32,3.0,3,batter,96.88,,
R Abdulkareem,"Wanderers Cricket Ground, Windhoek",13,6,,1,bowler,,0.0,13.0
I Udana,St George's Park,78,57,12.0,1,batter,136.84,,
Aryan Lakra,"GMHBA Stadium, South Geelong, Victoria",1,3,0.0,1,batter,33.33,,
Sulaimon Runsewe,Harare Sports Club,28,30,3.0,1,batter,93.33,,
YS Samra,"Maple Leaf North-East Ground, King City",95,55,15.0,2,batter,172.73,,
RR Sarwan,Bellerive Oval,4,7,,1,bowler,,0.0,3.43
ST Gabriel,"The Village, Malahide",81,78,,2,bowler,,4.0,6.23
RMS Eranga,Sinhalese Sports Club Ground,127,254,,1,bowler,,5.0,3.0
TH David,"The Wanderers Stadium, Johannesburg",1,6,0.0,1,batter,16.67,,
Mudassar Bukhari,Feroz Shah Kotla,45,60,5.0,2,batter,75.0,,
TM Head,Melbourne Cricket Ground,91,111,,4,bowler,,3.0,4.92
OE Robinson,Adelaide Oval,99,252,,1,bowler,,3.0,2.36
KMDN Kulasekara,Headingley,39,54,,1,bowler,,1.0,4.33
KA Maharaj,Western Australia Cricket Association Ground,150,351,,1,bowler,,4.0,2.56
BJ Webster,Sydney Cricket Ground,167,225,18.0,2,batter,74.22,,
R Dravid,"Punjab Cricket Association Stadium, Mohali, Chandigarh",18,83,1.0,1,batter,21.69,,
UT Yadav,"Zahur Ahmed Chowdhury Stadium, Chattogram",60,138,,1,bowler,,2.0,2.61
LH Ferguson,"Holkar Cricket Stadium, Indore",7,12,0.0,1,batter,58.33,,
PD Collingwood,SuperSport Park,194,252,,5,bowler,,3.0,4.62
SC Ganguly,P Saravanamuttu Stadium,15,19,,1,bowler,,0.0,4.74
Jatinder Singh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),142,131,18.0,6,batter,108.4,,
TT Samaraweera,Queens Sports Club,19,24,2.0,1,batter,79.17,,
A Flintoff,Rangiri Dambulla International Stadium,3,7,0.0,1,batter,42.86,,
Haris Rauf,"The Wanderers Stadium, Johannesburg",37,18,,1,bowler,,1.0,12.33
Arshdeep Singh,"Malahide, Dublin",64,48,,2,bowler,,2.0,8.0
C Floyd,"Queens Sports Club, Bulawayo",54,54,,1,bowler,,0.0,6.0
A Sharafu,Dubai International Cricket Stadium,228,244,31.0,18,batter,93.44,,
FDM Karunaratne,Bellerive Oval,44,113,4.0,1,batter,38.94,,
CP Rizwan,Harare Sports Club,45,88,1.0,2,batter,51.14,,
JR Hopes,Docklands Stadium,38,47,1.0,1,batter,80.85,,
CBRLS Kumara,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",90,48,,2,bowler,,1.0,11.25
Abhishek Sharma,"Arun Jaitley Stadium, Delhi",10,12,,1,bowler,,1.0,5.0
Imran Anwar,"UKM-YSD Cricket Oval, Bangi",88,73,12.0,5,batter,120.55,,
Khalid Latif,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",4,18,0.0,2,batter,22.22,,
Iftikhar Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",21,31,2.0,1,batter,67.74,,
DBL Powell,"Kensington Oval, Bridgetown",28,54,3.0,3,batter,51.85,,
LA Dawson,"Kensington Oval, Bridgetown, Barbados",6,11,1.0,2,batter,54.55,,
Saud Shakeel,"Newlands, Cape Town",1,1,,1,bowler,,0.0,6.0
R McLaren,Pallekele International Cricket Stadium,17,37,0.0,2,batter,45.95,,
TT Samaraweera,National Stadium,254,345,35.0,1,batter,73.62,,
D Elgar,"Kingsmead, Durban",131,202,18.0,1,batter,64.85,,
IS Sodhi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,66,60,,1,bowler,,2.0,6.6
HDRL Thirimanne,M Chinnaswamy Stadium,5,7,1.0,1,batter,71.43,,
MH Cross,"ICC Academy, Dubai",0,1,0.0,1,batter,0.0,,
I Sharma,Narendra Modi Stadium,10,21,1.0,2,batter,47.62,,
DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",45,59,3.0,1,batter,76.27,,
B Ward,College Field,78,51,10.0,2,batter,152.94,,
MS Wade,Western Australia Cricket Association Ground,172,258,18.0,6,batter,66.67,,
MJ McClenaghan,De Beers Diamond Oval,51,60,,1,bowler,,0.0,5.1
JN Frylinck,"Forthill, Dundee",146,162,,4,bowler,,0.0,5.41
NM Salonen,"Ishoj Cricket Club, Vejledalen",95,84,,4,bowler,,6.0,6.79
H Thaker,"Sir Vivian Richards Stadium, North Sound, Antigua",12,18,,1,bowler,,1.0,4.0
KA Maharaj,Adelaide Oval,13,12,1.0,1,batter,108.33,,
RJ Burns,"Brisbane Cricket Ground, Woolloongabba, Brisbane",13,28,2.0,1,batter,46.43,,
AK Markram,"Old Trafford, Manchester",61,64,7.0,2,batter,95.31,,
MS Wade,"MA Chidambaram Stadium, Chepauk",29,67,3.0,2,batter,43.28,,
SW Ambris,"National Cricket Stadium, Grenada",6,12,1.0,1,batter,50.0,,
RR Powar,Shere Bangla National Stadium,5,11,0.0,1,batter,45.45,,
MJ Henry,Eden Park,156,168,,4,bowler,,6.0,5.57
M Morkel,Harare Sports Club,350,546,,7,bowler,,12.0,3.85
Al Sahariar,"Bundaberg Rum Stadium, Cairns",14,40,1.0,2,batter,35.0,,
J Blackwood,"Beausejour Stadium, Gros Islet",74,129,6.0,1,batter,57.36,,
TG Southee,Greenfield International Stadium,13,12,,1,bowler,,2.0,6.5
L Bruce,"Vassil Levski National Sports Academy, Sofia",97,72,,3,bowler,,5.0,8.08
PJ Cummins,Melbourne Cricket Ground,303,610,31.0,12,batter,49.67,,
MD Gunathilaka,Dubai International Cricket Stadium,13,21,2.0,4,batter,61.9,,
JJ Bumrah,Melbourne Cricket Ground,435,859,,6,bowler,,29.0,3.04
RMS Eranga,Sophia Gardens,0,4,0.0,1,batter,0.0,,
MA Leask,"United Cricket Club Ground, Windhoek",52,60,,4,bowler,,2.0,5.2
A Nehra,SuperSport Park,112,138,,3,bowler,,6.0,4.87
JC Archer,"Riverside Ground, Chester-le-Street",67,60,,1,bowler,,2.0,6.7
